"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Qoraqalpoq HETK;To‘rtko‘l TETK;"124200551675";-1;"2023-10-11 16:04:42";"2023-10-11 16:04:42";Terminal cover opened;"0050"
Andijon HETK;Kuyganyor ETK;"124200551609";-1;"2023-11-26 14:37:04";"2023-11-26 14:37:04";Terminal cover opened;"0050"
Andijon HETK;Kuyganyor ETK;"124200551123";-1;"2023-12-06 10:31:50";"2023-12-06 10:31:50";Terminal cover opened;"0050"
Andijon HETK;Kuyganyor ETK;"124200552055";-1;"2023-11-30 17:50:27";"2023-11-30 17:50:27";Terminal cover opened;"0050"
Qashqadaryo HETK;Qarshi ShETK;"121205109188";"0707222";"2024-07-31 11:23:38";"2024-07-31 14:02:44";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"114210166870";"520371";"2024-07-30 00:38:12";"2024-08-01 05:18:20";L2 Current without voltage occurrence;"0110"
Namangan HETK;Chust TETK;"111200314309";"4062068";"2024-07-31 18:27:21";"2024-07-31 18:30:44";Terminal cover opened;"0050"
Qashqadaryo HETK;Nishon TETK;"121205584387";"0490048";"2024-07-31 23:37:59";"2024-07-31 23:37:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121206327630";"0490017";"2024-07-31 11:25:43";"2024-07-31 11:25:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205658322";"0560187";"2024-07-31 12:09:16";"2024-07-31 21:22:29";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205172295";"424135";"2024-07-31 01:01:39";"2024-07-31 18:45:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;EX-3136431;"0330100";"2024-07-29 22:37:25";"2024-08-01 08:31:14";Terminal cover opened;"0050"
Qashqadaryo HETK;Nishon TETK;"121206240369";"4230743";"2024-07-31 10:59:37";"2024-07-31 23:51:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205746800";"4230751";"2024-07-31 06:53:12";"2024-07-31 07:51:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205748502";"4230714";"2024-07-31 01:02:50";"2024-07-31 13:47:12";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205748661";"4230700";"2024-07-31 10:59:25";"2024-07-31 20:26:42";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021180137765";"0069223";"2024-07-31 20:33:29";"2024-07-31 20:33:29";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021180140138";"0069233";"2024-07-30 20:17:44";"2024-07-31 20:13:27";Current unbalance occurrence;"0030"
Jizzax HETK;Baxmal TETK;"023190030431";-1;"2023-07-26 11:52:54";"2023-07-27 11:27:41";Terminal cover opened;"0050"
Namangan HETK;Chust TETK;"111200472849";"4133075";"2024-08-01 14:45:21";"2024-08-01 14:45:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205232278";"8050486";"2024-07-31 14:07:22";"2024-07-31 23:54:51";Current unbalance occurrence;"0030"
Namangan HETK;Mingbuloq TETK;"111210867090";-1;"2023-11-03 15:06:53";"2023-11-08 13:09:16";Terminal cover opened;"0050"
Namangan HETK;Chust TETK;"111200562543";"4199074";"2024-08-01 14:45:50";"2024-08-01 14:45:50";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111200423357";"4558048";"2024-08-01 14:43:21";"2024-08-01 14:43:21";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111200503721";"4734012";"2024-07-30 13:13:48";"2024-07-30 13:13:48";Terminal cover opened;"0050"
Namangan HETK;Chust TETK;"111200506120";"4734043";"2024-08-01 14:46:23";"2024-08-01 14:46:23";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"113210039999";"821622";"2024-07-30 08:19:06";"2024-08-01 14:31:49";L2 Current without voltage occurrence;"0110"
Namangan HETK;Chust TETK;"111210063906";"4814026";"2024-07-31 06:08:49";"2024-07-31 06:08:49";Terminal cover opened;"0050"
Qashqadaryo HETK;Nishon TETK;"121205488423";"1050447";"2024-07-31 18:45:42";"2024-07-31 21:56:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205557656";"1050483";"2024-07-31 01:01:39";"2024-07-31 22:32:36";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111190352690";"4421015";"2024-08-01 14:43:46";"2024-08-01 14:43:46";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111200362818";"4617064";"2024-08-01 14:43:44";"2024-08-01 14:43:44";Current unbalance occurrence;"0030"
Farg‘ona HETK;Dang‘ara TETK;"111210435295";"0098136";"2024-08-01 14:46:07";"2024-08-01 14:46:07";Current unbalance occurrence;"0030"
Farg‘ona HETK;Dang‘ara TETK;"111210580268";"0098118";"2024-08-01 14:45:41";"2024-08-01 14:45:41";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205442582";"2340069";"2024-07-31 07:13:56";"2024-07-31 23:29:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"123200315137";"424095";"2024-07-31 08:35:43";"2024-08-01 14:33:50";Terminal cover opened;"0050"
Qashqadaryo HETK;Nishon TETK;"121205147368";"3091299";"2024-07-31 16:32:39";"2024-07-31 19:34:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121206655153";"8810492";"2024-07-31 01:01:35";"2024-07-31 19:49:36";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111230261733";"4805029";"2024-07-31 00:19:28";"2024-08-01 13:11:32";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205139046";"3091233";"2024-07-30 12:40:18";"2024-07-31 21:41:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206420587";"1018221";"2024-07-30 05:07:22";"2024-07-31 09:38:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205697255";"1090411";"2024-07-31 04:37:21";"2024-07-31 18:02:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"123200535598";"473088";"2024-07-31 10:14:03";"2024-07-31 18:46:00";Terminal cover opened;"0050"
Qashqadaryo HETK;Ko‘kdala TETK;"121205859457";"1090339";"2024-07-31 07:19:55";"2024-07-31 19:51:14";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205783236";"10901072";"2024-07-31 06:18:42";"2024-07-31 20:23:18";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206509966";"1090649";"2024-07-31 07:19:55";"2024-07-31 21:16:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206453960";"1090746";"2024-07-31 07:13:33";"2024-07-31 07:13:33";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206461376";T6461376;"2024-07-31 07:06:20";"2024-07-31 18:51:19";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205238891";"1011044";"2024-07-31 17:53:16";"2024-07-31 17:53:16";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021169003326";"0036454";"2024-07-31 15:08:18";"2024-07-31 16:47:29";Main cover opened;"0040"
Surxondaryo HETK;Termez ShETK;"121205259239";"0053826";"2024-07-30 20:55:33";"2024-07-31 22:57:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205203687";"1031462";"2024-07-31 07:56:52";"2024-07-31 10:47:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205937745";"1110167";"2024-07-31 14:07:59";"2024-07-31 14:14:54";Terminal cover opened;"0050"
Qashqadaryo HETK;Qarshi ShETK;"121206795302";"0003725";"2024-07-31 00:12:23";"2024-07-31 09:58:16";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi ShETK;"121206693833";T0669383;"2024-07-31 03:41:05";"2024-07-31 12:42:17";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"114210157326";"000252218";"2024-07-30 01:08:10";"2024-07-31 14:44:04";L2 Current without voltage occurrence;"0110"
Farg‘ona HETK;Bog‘dod TETK;"111200833945";"00610103";"2024-08-01 14:42:01";"2024-08-01 14:42:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205748968";"00661045";"2024-07-31 08:45:41";"2024-07-31 20:40:36";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205748972";"00661047";"2024-07-31 06:24:59";"2024-07-31 19:15:40";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205809587";"00661655";"2024-07-31 08:16:24";"2024-07-31 17:29:05";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206402463";"00661653";"2024-07-31 23:50:40";"2024-07-31 23:50:40";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205539040";"0319031";"2024-07-31 03:29:05";"2024-07-31 23:47:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205890675";"0319046";"2024-07-30 04:20:48";"2024-07-31 03:59:29";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205890728";"0319057";"2024-07-31 05:05:43";"2024-07-31 23:20:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205816926";"0319014";"2024-07-31 06:29:43";"2024-07-31 06:29:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206853907";"00661074";"2024-07-31 01:20:52";"2024-07-31 23:22:24";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205553684";"00661327";"2024-07-31 22:03:16";"2024-07-31 22:03:16";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"123200454960";"513039";"2024-07-30 14:05:16";"2024-08-01 09:46:55";Terminal cover opened;"0050"
Qashqadaryo HETK;Chiroqchi TETK;"121206194440";"510383";"2024-07-30 09:46:25";"2024-07-30 09:46:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205607291";"00660316";"2024-07-31 09:30:08";"2024-07-31 22:14:19";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205610627";"00660367";"2024-07-31 21:53:17";"2024-08-01 01:51:59";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121206459319";"00660288";"2024-07-31 09:02:52";"2024-07-31 22:55:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz TETK;"121205201582";"0101359";"2024-07-31 06:09:05";"2024-07-31 22:18:24";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206343784";"0066426";"2024-07-31 06:56:39";"2024-07-31 06:56:39";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206344678";"00661531";"2024-07-31 06:28:01";"2024-07-31 06:28:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"123200514770";"514735";"2024-07-30 11:46:23";"2024-07-30 11:46:23";Terminal cover opened;"0050"
Qashqadaryo HETK;Muborak TETK;"121205648464";"00080768";"2024-07-30 20:38:20";"2024-07-31 20:56:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205578139";"1044007";"2024-07-29 14:00:44";"2024-07-31 20:48:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;EX-3441005;"1031726";"2024-07-30 15:09:18";"2024-07-30 15:09:18";Terminal cover opened;"0050"
Toshkent shahar ETK;Yashnobod TETK;"121205304752";"0288518";"2024-07-28 20:00:44";"2024-07-31 20:04:47";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205574557";"140213";"2024-07-29 19:57:25";"2024-07-31 20:10:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205575668";"140213";"2024-07-30 00:36:30";"2024-07-30 19:44:17";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205065543";"1024201";"2024-07-31 11:44:52";"2024-07-31 15:42:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205066040";"1276307";"2024-07-30 08:55:03";"2024-07-30 08:55:03";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205068544";"1276339";"2024-07-30 01:18:08";"2024-07-31 22:27:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205068834";"1276315";"2024-07-30 03:28:04";"2024-07-31 06:14:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205203144";"1024067";"2024-07-31 12:52:21";"2024-07-31 12:52:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205203149";"1024068";"2024-07-31 16:41:27";"2024-07-31 18:40:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205203150";"1024071";"2024-07-30 00:53:34";"2024-07-31 22:05:55";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205203184";"1024129";"2024-07-30 19:34:08";"2024-07-31 16:35:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205406203";"1024086";"2024-07-30 21:45:30";"2024-07-30 21:45:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205413366";"1024206";"2024-07-30 02:26:11";"2024-07-31 21:09:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205578148";"1674007";"2024-07-30 07:04:21";"2024-07-31 17:00:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205366218";"158365";"2024-07-30 08:34:20";"2024-07-30 22:46:45";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206926855";"145080";"2024-07-29 19:49:39";"2024-07-30 19:46:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206859868";"26269!!236859868";"2024-07-30 21:32:19";"2024-07-31 23:41:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205069463";"0416134";"2024-07-29 09:07:48";"2024-07-31 22:04:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205069470";"0416185";"2024-07-29 16:08:04";"2024-07-31 23:56:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205075644";"0416172";"2024-07-29 04:19:04";"2024-07-31 17:35:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205591906";"0251422";"2024-07-29 05:31:46";"2024-07-31 20:02:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121206735736";"0416198";"2024-07-29 09:22:57";"2024-07-31 22:57:49";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206198763";"0840590";"2024-07-31 06:28:44";"2024-07-31 19:37:34";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206202739";"0840141";"2024-07-31 13:14:48";"2024-07-31 20:45:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206755315";"0840817";"2024-07-31 06:28:44";"2024-07-31 19:37:33";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Chilonzor TETK;"121205562894";"1142363";"2024-07-30 13:27:31";"2024-07-31 23:08:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Chilonzor TETK;EX-2700703;"1213472";"2024-07-31 18:16:11";"2024-07-31 18:48:00";Terminal cover opened;"0050"
Toshkent shahar ETK;Chilonzor TETK;"121206570353";"252799";"2024-07-31 18:09:35";"2024-07-31 21:39:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205592682";"146949";"2024-07-29 09:44:44";"2024-07-31 19:53:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205873749";"0363272";"2024-07-29 07:10:05";"2024-07-31 07:32:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121206532343";"0363252";"2024-07-29 01:34:23";"2024-07-31 20:36:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205482590";"144943";"2024-07-29 20:11:25";"2024-07-31 19:22:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206925946";"0068863";"2024-07-31 01:54:35";"2024-07-31 20:27:50";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206425764";"0070072";"2024-07-29 20:18:21";"2024-07-30 08:10:42";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206343913";"00661063";"2024-07-31 11:15:28";"2024-07-31 11:15:28";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206825270";"00661520";"2024-07-31 01:20:04";"2024-07-31 07:57:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206328716";"0067538";"2024-07-31 09:32:58";"2024-07-31 09:32:58";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Bektemir TETK;"121206066210";"1718058";"2024-07-31 16:55:03";"2024-07-31 16:55:03";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205316603";"0584371";"2024-07-29 02:47:57";"2024-07-31 23:22:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205352885";"0584309";"2024-07-29 11:17:29";"2024-07-30 19:08:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205355941";"0584314";"2024-07-30 22:01:42";"2024-07-30 22:01:42";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205358823";"0584334";"2024-07-29 09:39:54";"2024-07-31 11:13:18";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205358832";"0584335";"2024-07-31 19:54:37";"2024-07-31 19:54:37";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205359377";"0584348";"2024-07-31 22:03:03";"2024-07-31 22:03:03";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205359379";"0584355";"2024-07-29 05:17:00";"2024-07-31 14:18:47";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205359382";"0584344";"2024-07-29 02:26:10";"2024-07-31 22:23:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205359386";"0584338";"2024-07-29 13:47:04";"2024-07-31 21:33:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205359388";"0584345";"2024-07-29 03:10:22";"2024-07-31 18:54:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205362155";"0584432";"2024-07-31 20:48:57";"2024-07-31 20:48:57";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205365941";"0584327";"2024-07-29 04:12:55";"2024-07-31 23:12:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205367136";"0584411";"2024-07-29 00:28:42";"2024-07-30 21:03:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205403736";"0584457";"2024-07-29 08:06:25";"2024-07-31 20:23:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205592690";"147360";"2024-07-29 18:42:28";"2024-07-31 19:21:36";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205879293";"147360";"2024-07-29 00:07:39";"2024-07-31 03:49:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205304948";"1048296";"2024-07-28 14:01:32";"2024-07-29 09:41:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205305501";"202866";"2024-07-28 00:44:42";"2024-07-31 20:19:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205316036";"0471396";"2024-07-28 19:34:03";"2024-07-31 20:58:57";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205355502";"1048281";"2024-07-28 09:37:36";"2024-07-29 14:00:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205355506";"1048279";"2024-07-28 09:20:12";"2024-07-28 09:20:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205505075";"0388162";"2024-07-28 12:46:31";"2024-07-31 14:24:26";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205505346";"0471366";"2024-07-28 06:58:19";"2024-07-31 17:39:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205508763";"147360";"2024-07-29 08:28:34";"2024-07-31 20:20:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205561345";"209902";"2024-07-29 06:46:35";"2024-07-29 07:59:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121206505799";"0471022";"2024-07-30 02:17:10";"2024-07-30 02:17:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"123200313237";"200471";"2024-07-30 19:35:11";"2024-07-30 21:09:56";Terminal cover opened;"0050"
Toshkent shahar ETK;Mirobod TETK;"121205398895";"0584159";"2024-07-29 00:42:39";"2024-07-29 00:42:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205305100";"0257023";"2024-07-29 03:15:03";"2024-07-31 23:21:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205305106";"0257024";"2024-07-29 03:15:04";"2024-07-31 23:21:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205317206";"0257025";"2024-07-30 23:15:05";"2024-07-31 22:35:53";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205399599";"0257006";"2024-07-29 13:20:03";"2024-07-31 19:55:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirobod TETK;"121205399643";"0257029";"2024-07-29 23:16:32";"2024-07-31 22:47:31";Current unbalance occurrence;"0030"
